w_value,epoch,iter,loss0,reg,loss,acc,srpq
0.97,68,2,0.010114,0.001561,0.011675,0.979492,9.984398e-01
0.97,68,3,0.010008,0.001560,0.011568,0.980655,9.984417e-01
0.97,69,1,0.009833,0.001560,0.011393,0.979004,9.984414e-01
0.97,69,2,0.009465,0.001558,0.011022,0.983398,9.984435e-01
0.97,69,3,0.010237,0.001562,0.011799,0.980060,9.984394e-01
0.97,70,1,0.010212,0.001566,0.011778,0.977539,9.984349e-01
0.97,70,2,0.009634,0.001554,0.011188,0.981689,9.984474e-01
0.97,70,3,0.009560,0.001558,0.011117,0.983929,9.984435e-01
0.97,71,1,0.010036,0.001548,0.011584,0.980713,9.984531e-01
0.97,71,2,0.009993,0.001570,0.011563,0.980957,9.984311e-01
0.97,71,3,0.009329,0.001559,0.010888,0.981250,9.984424e-01
0.97,72,1,0.010554,0.001560,0.012114,0.975830,9.984414e-01
0.97,72,2,0.009839,0.001562,0.011402,0.982666,9.984389e-01
0.97,72,3,0.008877,0.001553,0.010430,0.985119,9.984481e-01
0.97,73,1,0.010383,0.001552,0.011934,0.978760,9.984495e-01
0.97,73,2,0.009351,0.001563,0.010914,0.982666,9.984383e-01
0.97,73,3,0.009673,0.001561,0.011234,0.981548,9.984399e-01
0.97,74,1,0.009528,0.001555,0.011083,0.981689,9.984458e-01
0.97,74,2,0.009716,0.001556,0.011272,0.982178,9.984449e-01
0.97,74,3,0.010262,0.001564,0.011826,0.978869,9.984375e-01
0.97,75,1,0.009491,0.001558,0.011049,0.982666,9.984432e-01
0.97,75,2,0.010239,0.001559,0.011798,0.980225,9.984427e-01
0.97,75,3,0.009661,0.001557,0.011217,0.980357,9.984444e-01
0.97,76,1,0.010186,0.001562,0.011749,0.978516,9.984388e-01
0.97,76,2,0.009809,0.001560,0.011368,0.980957,9.984415e-01
0.97,76,3,0.009330,0.001549,0.010879,0.984524,9.984522e-01
0.97,77,1,0.010343,0.001558,0.011900,0.979736,9.984435e-01
0.97,77,2,0.009590,0.001554,0.011144,0.981201,9.984472e-01
0.97,77,3,0.009398,0.001561,0.010959,0.982738,9.984406e-01
0.97,78,1,0.009806,0.001548,0.011354,0.982178,9.984531e-01
0.97,78,2,0.009945,0.001563,0.011508,0.978516,9.984380e-01
0.97,78,3,0.009612,0.001560,0.011172,0.983036,9.984412e-01
0.97,79,1,0.010324,0.001566,0.011890,0.980469,9.984349e-01
0.97,79,2,0.009364,0.001555,0.010919,0.982910,9.984464e-01
0.97,79,3,0.009681,0.001547,0.011228,0.979762,9.984542e-01
0.97,80,1,0.010502,0.001560,0.012062,0.979004,9.984413e-01
0.97,80,2,0.009288,0.001555,0.010844,0.982666,9.984458e-01
0.97,80,3,0.009548,0.001553,0.011102,0.981845,9.984481e-01
0.97,81,1,0.009833,0.001556,0.011389,0.979980,9.984449e-01
0.97,81,2,0.009854,0.001553,0.011407,0.982422,9.984482e-01
0.97,81,3,0.009666,0.001559,0.011225,0.980952,9.984418e-01
0.97,82,1,0.009229,0.001549,0.010778,0.982666,9.984526e-01
0.97,82,2,0.010411,0.001559,0.011970,0.978027,9.984421e-01
0.97,82,3,0.009715,0.001560,0.011275,0.983036,9.984408e-01
0.97,83,1,0.009796,0.001558,0.011354,0.982422,9.984432e-01
0.97,83,2,0.010258,0.001548,0.011806,0.978027,9.984532e-01
0.97,83,3,0.009203,0.001561,0.010764,0.983333,9.984398e-01
0.97,84,1,0.009495,0.001548,0.011043,0.982178,9.984535e-01
0.97,84,2,0.009962,0.001564,0.011526,0.980469,9.984370e-01
0.97,84,3,0.009923,0.001553,0.011476,0.980655,9.984480e-01
0.97,85,1,0.009621,0.001545,0.011166,0.980957,9.984567e-01
0.97,85,2,0.009810,0.001556,0.011365,0.980957,9.984455e-01
0.97,85,3,0.009947,0.001566,0.011513,0.981548,9.984347e-01
0.97,86,1,0.009951,0.001557,0.011508,0.980957,9.984443e-01
0.97,86,2,0.009260,0.001551,0.010811,0.983154,9.984501e-01
0.97,86,3,0.010207,0.001556,0.011763,0.978869,9.984452e-01
0.97,87,1,0.009233,0.001558,0.010791,0.982910,9.984428e-01
0.97,87,2,0.010289,0.001549,0.011838,0.979248,9.984519e-01
0.97,87,3,0.009820,0.001555,0.011375,0.981250,9.984459e-01
0.97,88,1,0.009678,0.001553,0.011231,0.981934,9.984483e-01
0.97,88,2,0.009568,0.001562,0.011130,0.982178,9.984394e-01
0.97,88,3,0.010149,0.001546,0.011695,0.978571,9.984554e-01
0.97,89,1,0.009816,0.001548,0.011364,0.980469,9.984533e-01
0.97,89,2,0.009957,0.001555,0.011511,0.980957,9.984466e-01
0.97,89,3,0.009498,0.001560,0.011058,0.981845,9.984416e-01
0.97,90,1,0.009508,0.001555,0.011062,0.981201,9.984467e-01
0.97,90,2,0.010401,0.001550,0.011950,0.979004,9.984514e-01
0.97,90,3,0.009325,0.001556,0.010882,0.983333,9.984447e-01
0.97,91,1,0.009750,0.001547,0.011297,0.981934,9.984541e-01
0.97,91,2,0.010032,0.001555,0.011587,0.980469,9.984466e-01
0.97,91,3,0.009472,0.001559,0.011030,0.980357,9.984426e-01
0.97,92,1,0.009388,0.001549,0.010937,0.983643,9.984521e-01
0.97,92,2,0.010488,0.001543,0.012031,0.978027,9.984583e-01
0.97,92,3,0.009350,0.001570,0.010920,0.981250,9.984317e-01
0.97,93,1,0.009852,0.001550,0.011401,0.980713,9.984515e-01
0.97,93,2,0.010135,0.001560,0.011695,0.980957,9.984413e-01
0.97,93,3,0.009207,0.001547,0.010754,0.981250,9.984541e-01
0.97,94,1,0.009185,0.001548,0.010733,0.983398,9.984529e-01
0.97,94,2,0.010001,0.001551,0.011551,0.980713,9.984505e-01
0.97,94,3,0.010177,0.001559,0.011736,0.978274,9.984422e-01
0.97,95,1,0.009658,0.001547,0.011206,0.980957,9.984540e-01
0.97,95,2,0.009789,0.001553,0.011342,0.980225,9.984481e-01
0.97,95,3,0.009851,0.001556,0.011407,0.981845,9.984449e-01
0.97,96,1,0.009740,0.001546,0.011286,0.982178,9.984553e-01
0.97,96,2,0.009762,0.001555,0.011316,0.980713,9.984465e-01
0.97,96,3,0.009776,0.001555,0.011331,0.979762,9.984462e-01
0.97,97,1,0.009552,0.001542,0.011094,0.981934,9.984594e-01
0.97,97,2,0.009643,0.001552,0.011195,0.981445,9.984491e-01
0.97,97,3,0.010143,0.001562,0.011705,0.979167,9.984391e-01
0.97,98,1,0.010067,0.001551,0.011618,0.980225,9.984502e-01
0.97,98,2,0.009892,0.001552,0.011444,0.981201,9.984494e-01
0.97,98,3,0.009203,0.001550,0.010753,0.981548,9.984511e-01
0.97,99,1,0.010211,0.001548,0.011758,0.982178,9.984536e-01
0.97,99,2,0.009861,0.001549,0.011410,0.978760,9.984527e-01
0.97,99,3,0.009059,0.001557,0.010616,0.982440,9.984440e-01
0.97,100,1,0.009336,0.001544,0.010880,0.982422,9.984568e-01
0.97,100,2,0.010005,0.001556,0.011561,0.980469,9.984450e-01
0.97,100,3,0.009943,0.001551,0.011493,0.980060,9.984506e-01
0.98,1,1,0.010315,0.001036,0.011352,0.979736,9.989642e-01
0.98,1,2,0.009934,0.001030,0.010964,0.980225,9.989709e-01
0.98,1,3,0.010286,0.001034,0.011320,0.978274,9.989667e-01
0.98,2,1,0.010154,0.001037,0.011190,0.977051,9.989640e-01
0.98,2,2,0.010427,0.001032,0.011459,0.979248,9.989681e-01
0.98,2,3,0.009811,0.001028,0.010839,0.983333,9.989724e-01
0.98,3,1,0.010202,0.001033,0.011235,0.979980,9.989679e-01
0.98,3,2,0.009458,0.001028,0.010486,0.981689,9.989724e-01
0.98,3,3,0.010899,0.001037,0.011936,0.977679,9.989639e-01
0.98,4,1,0.010030,0.001038,0.011068,0.981201,9.989625e-01
0.98,4,2,0.009774,0.001028,0.010802,0.981445,9.989730e-01
0.98,4,3,0.010721,0.001030,0.011751,0.976786,9.989704e-01
0.98,5,1,0.009874,0.001031,0.010906,0.980713,9.989693e-01
0.98,5,2,0.010303,0.001038,0.011341,0.980713,9.989630e-01
0.98,5,3,0.010253,0.001026,0.011279,0.978869,9.989749e-01
0.98,6,1,0.010347,0.001031,0.011378,0.979492,9.989698e-01
0.98,6,2,0.010136,0.001034,0.011171,0.980225,9.989661e-01
0.98,6,3,0.009863,0.001030,0.010893,0.980357,9.989707e-01
0.98,7,1,0.010321,0.001033,0.011353,0.981201,9.989675e-01
0.98,7,2,0.010239,0.001030,0.011270,0.977783,9.989701e-01
0.98,7,3,0.009749,0.001032,0.010781,0.981250,9.989685e-01
0.98,8,1,0.009870,0.001034,0.010904,0.981934,9.989667e-01
0.98,8,2,0.010040,0.001034,0.011074,0.981445,9.989662e-01
0.98,8,3,0.010526,0.001026,0.011552,0.976190,9.989744e-01
0.98,9,1,0.009609,0.001029,0.010638,0.981934,9.989717e-01
0.98,9,2,0.009787,0.001036,0.010822,0.981689,9.989648e-01
0.98,9,3,0.011138,0.001031,0.012169,0.976190,9.989698e-01
0.98,10,1,0.009884,0.001026,0.010911,0.979248,9.989742e-01
0.98,10,2,0.010042,0.001030,0.011072,0.982422,9.989704e-01
0.98,10,3,0.010484,0.001041,0.011524,0.977976,9.989600e-01
0.98,11,1,0.010079,0.001032,0.011111,0.980713,9.989690e-01
0.98,11,2,0.009953,0.001033,0.010985,0.979492,9.989679e-01
0.98,11,3,0.010344,0.001031,0.011375,0.979762,9.989695e-01
0.98,12,1,0.009788,0.001031,0.010819,0.981689,9.989692e-01
0.98,12,2,0.010452,0.001032,0.011484,0.976807,9.989683e-01
0.98,12,3,0.010083,0.001032,0.011115,0.981548,9.989688e-01
0.98,13,1,0.010374,0.001035,0.011409,0.978027,9.989656e-01
0.98,13,2,0.009911,0.001030,0.010940,0.979736,9.989710e-01
0.98,13,3,0.010018,0.001030,0.011049,0.982440,9.989702e-01
0.98,14,1,0.010723,0.001032,0.011755,0.975098,9.989686e-01
0.98,14,2,0.010568,0.001032,0.011601,0.979492,9.989683e-01
0.98,14,3,0.008782,0.001030,0.009812,0.986310,9.989702e-01
0.98,15,1,0.010345,0.001031,0.011377,0.980713,9.989692e-01
0.98,15,2,0.009690,0.001028,0.010717,0.981689,9.989728e-01
0.98,15,3,0.010304,0.001036,0.011340,0.977083,9.989644e-01
0.98,16,1,0.009858,0.001028,0.010886,0.982422,9.989721e-01
0.98,16,2,0.010331,0.001039,0.011370,0.977539,9.989619e-01
0.98,16,3,0.010105,0.001026,0.011131,0.980357,9.989743e-01
0.98,17,1,0.009976,0.001035,0.011011,0.980469,9.989659e-01
0.98,17,2,0.009811,0.001031,0.010842,0.980469,9.989695e-01
0.98,17,3,0.010584,0.001027,0.011611,0.979167,9.989731e-01
0.98,18,1,0.009847,0.001036,0.010883,0.980713,9.989647e-01
0.98,18,2,0.009754,0.001028,0.010783,0.981689,9.989723e-01
0.98,18,3,0.010804,0.001029,0.011833,0.977976,9.989716e-01
0.98,19,1,0.009947,0.001030,0.010977,0.981689,9.989706e-01
0.98,19,2,0.010307,0.001030,0.011337,0.979004,9.989703e-01
0.98,19,3,0.009997,0.001033,0.011031,0.980060,9.989674e-01
0.98,20,1,0.009577,0.001031,0.010608,0.983398,9.989698e-01
0.98,20,2,0.009986,0.001029,0.011014,0.980957,9.989719e-01
0.98,20,3,0.010832,0.001034,0.011866,0.975595,9.989667e-01
0.98,21,1,0.009987,0.001025,0.011013,0.979980,9.989753e-01
0.98,21,2,0.010224,0.001035,0.011258,0.979492,9.989658e-01
0.98,21,3,0.010034,0.001033,0.011067,0.982440,9.989680e-01
0.98,22,1,0.009419,0.001030,0.010449,0.984375,9.989703e-01
0.98,22,2,0.010209,0.001026,0.011235,0.978516,9.989743e-01
0.98,22,3,0.010737,0.001036,0.011773,0.978274,9.989641e-01
0.98,23,1,0.009945,0.001037,0.010983,0.980957,9.989632e-01
0.98,23,2,0.010309,0.001031,0.011341,0.979492,9.989693e-01
0.98,23,3,0.009964,0.001021,0.010985,0.981250,9.989792e-01
0.98,24,1,0.010459,0.001030,0.011489,0.979004,9.989704e-01
0.98,24,2,0.010222,0.001033,0.011255,0.979248,9.989678e-01
0.98,24,3,0.009436,0.001028,0.010464,0.983333,9.989726e-01
0.98,25,1,0.009537,0.001031,0.010567,0.983398,9.989698e-01
0.98,25,2,0.010347,0.001032,0.011379,0.978760,9.989682e-01
0.98,25,3,0.010397,0.001027,0.011424,0.978571,9.989732e-01
0.98,26,1,0.010109,0.001029,0.011138,0.981445,9.989718e-01
0.98,26,2,0.009704,0.001026,0.010730,0.981689,9.989743e-01
0.98,26,3,0.010473,0.001037,0.011510,0.977381,9.989636e-01
0.98,27,1,0.010546,0.001030,0.011576,0.979004,9.989709e-01
0.98,27,2,0.010236,0.001034,0.011270,0.980469,9.989668e-01
0.98,27,3,0.009281,0.001026,0.010307,0.981548,9.989741e-01
0.98,28,1,0.009585,0.001025,0.010609,0.980957,9.989756e-01
0.98,28,2,0.011207,0.001036,0.012244,0.976562,9.989641e-01
0.98,28,3,0.009259,0.001029,0.010287,0.983929,9.989719e-01
0.98,29,1,0.010258,0.001036,0.011294,0.980957,9.989642e-01
0.98,29,2,0.009808,0.001028,0.010836,0.979980,9.989725e-01
0.98,29,3,0.010135,0.001025,0.011160,0.979762,9.989759e-01
0.98,30,1,0.009802,0.001032,0.010834,0.979980,9.989681e-01
0.98,30,2,0.009834,0.001027,0.010861,0.981934,9.989734e-01
0.98,30,3,0.010650,0.001030,0.011681,0.978274,9.989703e-01
0.98,31,1,0.009488,0.001032,0.010520,0.980957,9.989685e-01
0.98,31,2,0.010359,0.001025,0.011384,0.979248,9.989752e-01
0.98,31,3,0.010386,0.001033,0.011419,0.980357,9.989678e-01
0.98,32,1,0.010681,0.001032,0.011714,0.977295,9.989681e-01
0.98,32,2,0.009962,0.001023,0.010984,0.980713,9.989778e-01
0.98,32,3,0.009407,0.001035,0.010442,0.983036,9.989654e-01
0.98,33,1,0.010331,0.001032,0.011362,0.979492,9.989688e-01
0.98,33,2,0.009687,0.001033,0.010720,0.981934,9.989678e-01
0.98,33,3,0.010160,0.001024,0.011184,0.978869,9.989770e-01
0.98,34,1,0.010239,0.001030,0.011269,0.979248,9.989708e-01
0.98,34,2,0.010092,0.001034,0.011126,0.980713,9.989670e-01
0.98,34,3,0.009770,0.001025,0.010795,0.980655,9.989758e-01
0.98,35,1,0.010063,0.001029,0.011092,0.977783,9.989716e-01
0.98,35,2,0.009816,0.001027,0.010843,0.982666,9.989736e-01
0.98,35,3,0.010313,0.001034,0.011347,0.979762,9.989670e-01
0.98,36,1,0.010178,0.001033,0.011211,0.980713,9.989676e-01
0.98,36,2,0.010295,0.001024,0.011319,0.980469,9.989769e-01
0.98,36,3,0.009581,0.001032,0.010613,0.978869,9.989681e-01
0.98,37,1,0.009762,0.001023,0.010785,0.981201,9.989775e-01
0.98,37,2,0.010518,0.001033,0.011551,0.976562,9.989677e-01
0.98,37,3,0.009807,0.001033,0.010840,0.983333,9.989676e-01
0.98,38,1,0.009690,0.001028,0.010717,0.982910,9.989730e-01
0.98,38,2,0.010329,0.001029,0.011358,0.977051,9.989716e-01
0.98,38,3,0.010116,0.001032,0.011148,0.980655,9.989687e-01
0.98,39,1,0.009930,0.001035,0.010965,0.980469,9.989656e-01
0.98,39,2,0.010497,0.001026,0.011523,0.980225,9.989748e-01
0.98,39,3,0.009610,0.001026,0.010636,0.979762,9.989741e-01
0.98,40,1,0.009737,0.001032,0.010769,0.980225,9.989685e-01
0.98,40,2,0.010461,0.001026,0.011486,0.977539,9.989749e-01
0.98,40,3,0.009880,0.001030,0.010910,0.983333,9.989708e-01
0.98,41,1,0.009847,0.001025,0.010873,0.982422,9.989751e-01
0.98,41,2,0.009903,0.001033,0.010937,0.981201,9.989672e-01
0.98,41,3,0.010417,0.001028,0.011445,0.976190,9.989724e-01
0.98,42,1,0.010084,0.001030,0.011114,0.978027,9.989704e-01
0.98,42,2,0.009705,0.001033,0.010739,0.982422,9.989671e-01
0.98,42,3,0.010361,0.001022,0.011383,0.980060,9.989787e-01
0.98,43,1,0.010140,0.001031,0.011171,0.981934,9.989694e-01
0.98,43,2,0.010146,0.001029,0.011174,0.979736,9.989717e-01
0.98,43,3,0.009749,0.001026,0.010775,0.978571,9.989746e-01
0.98,44,1,0.009755,0.001029,0.010783,0.980469,9.989720e-01
0.98,44,2,0.009757,0.001027,0.010785,0.980713,9.989731e-01
0.98,44,3,0.010683,0.001030,0.011714,0.978869,9.989701e-01
0.98,45,1,0.010296,0.001025,0.011321,0.979492,9.989757e-01
0.98,45,2,0.009664,0.001032,0.010696,0.980713,9.989685e-01
0.98,45,3,0.010129,0.001029,0.011158,0.980060,9.989715e-01
0.98,46,1,0.009827,0.001031,0.010858,0.981689,9.989696e-01
0.98,46,2,0.010245,0.001026,0.011271,0.979004,9.989746e-01
0.98,46,3,0.009985,0.001029,0.011014,0.979464,9.989719e-01
0.98,47,1,0.009742,0.001029,0.010771,0.980957,9.989716e-01
0.98,47,2,0.009863,0.001029,0.010891,0.981934,9.989719e-01
0.98,47,3,0.010547,0.001027,0.011575,0.976488,9.989731e-01
0.98,48,1,0.009879,0.001026,0.010906,0.980713,9.989741e-01
0.98,48,2,0.010179,0.001033,0.011213,0.979248,9.989672e-01
0.98,48,3,0.009985,0.001024,0.011010,0.980060,9.989761e-01
0.98,49,1,0.009379,0.001028,0.010407,0.981934,9.989725e-01
0.98,49,2,0.010591,0.001029,0.011620,0.976807,9.989717e-01
0.98,49,3,0.010085,0.001028,0.011113,0.981548,9.989729e-01
0.98,50,1,0.009762,0.001029,0.010791,0.980713,9.989714e-01
0.98,50,2,0.009885,0.001028,0.010914,0.980957,9.989723e-01
0.98,50,3,0.010471,0.001027,0.011498,0.977976,9.989739e-01
0.98,51,1,0.010752,0.001030,0.011782,0.975586,9.989709e-01
0.98,51,2,0.009587,0.001027,0.010614,0.981201,9.989737e-01
0.98,51,3,0.009619,0.001027,0.010647,0.983929,9.989732e-01
0.98,52,1,0.009824,0.001027,0.010851,0.980225,9.989739e-01
0.98,52,2,0.009999,0.001025,0.011024,0.978516,9.989759e-01
0.98,52,3,0.010240,0.001033,0.011274,0.981548,9.989670e-01
0.98,53,1,0.009729,0.001031,0.010761,0.981201,9.989691e-01
0.98,53,2,0.010374,0.001021,0.011395,0.978027,9.989797e-01
0.98,53,3,0.009890,0.001032,0.010922,0.980952,9.989687e-01
0.98,54,1,0.010315,0.001031,0.011346,0.978760,9.989698e-01
0.98,54,2,0.009522,0.001021,0.010544,0.980957,9.989793e-01
0.98,54,3,0.010206,0.001032,0.011238,0.980357,9.989687e-01
0.98,55,1,0.009642,0.001035,0.010678,0.979980,9.989655e-01
0.98,55,2,0.009998,0.001027,0.011025,0.981934,9.989735e-01
0.98,55,3,0.010440,0.001019,0.011459,0.977679,9.989812e-01
0.98,56,1,0.010272,0.001030,0.011302,0.976074,9.989707e-01
0.98,56,2,0.009820,0.001027,0.010847,0.982666,9.989733e-01
0.98,56,3,0.009881,0.001025,0.010906,0.981845,9.989754e-01
0.98,57,1,0.009902,0.001027,0.010930,0.979736,9.989731e-01
0.98,57,2,0.009981,0.001027,0.011008,0.981934,9.989733e-01
0.98,57,3,0.010127,0.001028,0.011155,0.978571,9.989729e-01
0.98,58,1,0.010290,0.001024,0.011314,0.978760,9.989770e-01
0.98,58,2,0.010269,0.001036,0.011304,0.978271,9.989650e-01
0.98,58,3,0.009295,0.001022,0.010317,0.984226,9.989786e-01
0.98,59,1,0.010179,0.001023,0.011202,0.978760,9.989776e-01
0.98,59,2,0.009949,0.001031,0.010980,0.980225,9.989694e-01
0.98,59,3,0.009811,0.001028,0.010839,0.981845,9.989728e-01
0.98,60,1,0.010144,0.001019,0.011163,0.981934,9.989816e-01
0.98,60,2,0.009748,0.001028,0.010776,0.979492,9.989723e-01
0.98,60,3,0.010091,0.001036,0.011127,0.978869,9.989648e-01
0.98,61,1,0.009607,0.001028,0.010635,0.982666,9.989721e-01
0.98,61,2,0.009968,0.001025,0.010992,0.980225,9.989759e-01
0.98,61,3,0.010471,0.001028,0.011499,0.977083,9.989724e-01
0.98,62,1,0.009932,0.001030,0.010963,0.981689,9.989704e-01
0.98,62,2,0.010247,0.001026,0.011274,0.978271,9.989742e-01
0.98,62,3,0.009725,0.001024,0.010749,0.980655,9.989770e-01
0.98,63,1,0.010526,0.001023,0.011550,0.978027,9.989771e-01
0.98,63,2,0.009682,0.001029,0.010710,0.982910,9.989720e-01
0.98,63,3,0.009683,0.001029,0.010711,0.979464,9.989719e-01
0.98,64,1,0.009531,0.001025,0.010556,0.981934,9.989756e-01
0.98,64,2,0.010630,0.001028,0.011658,0.977295,9.989723e-01
0.98,64,3,0.009732,0.001027,0.010759,0.981548,9.989737e-01
0.98,65,1,0.010295,0.001026,0.011321,0.978271,9.989744e-01
0.98,65,2,0.010105,0.001030,0.011135,0.980713,9.989706e-01
0.98,65,3,0.009433,0.001023,0.010456,0.981845,9.989777e-01
0.98,66,1,0.009896,0.001025,0.010921,0.981445,9.989754e-01
0.98,66,2,0.009716,0.001023,0.010738,0.978760,9.989778e-01
0.98,66,3,0.010387,0.001032,0.011419,0.980357,9.989681e-01
0.98,67,1,0.009816,0.001020,0.010836,0.980713,9.989808e-01
0.98,67,2,0.010105,0.001030,0.011135,0.981445,9.989707e-01
0.98,67,3,0.010003,0.001030,0.011033,0.977976,9.989706e-01
0.98,68,1,0.009923,0.001021,0.010944,0.980225,9.989794e-01
0.98,68,2,0.009948,0.001027,0.010975,0.980225,9.989736e-01
0.98,68,3,0.010055,0.001031,0.011087,0.980060,9.989693e-01
0.98,69,1,0.010149,0.001028,0.011177,0.978027,9.989730e-01
0.98,69,2,0.010067,0.001018,0.011086,0.980225,9.989821e-01
0.98,69,3,0.009628,0.001033,0.010661,0.982738,9.989671e-01
0.98,70,1,0.010576,0.001031,0.011607,0.978271,9.989697e-01
0.98,70,2,0.009695,0.001025,0.010720,0.982666,9.989753e-01
0.98,70,3,0.009553,0.001021,0.010574,0.979464,9.989799e-01
0.98,71,1,0.010091,0.001028,0.011119,0.977295,9.989723e-01
0.98,71,2,0.010011,0.001030,0.011042,0.979980,9.989701e-01
0.98,71,3,0.009751,0.001017,0.010768,0.984226,9.989836e-01
0.98,72,1,0.009777,0.001026,0.010803,0.980713,9.989747e-01
0.98,72,2,0.010448,0.001027,0.011475,0.978516,9.989735e-01
0.98,72,3,0.009594,0.001024,0.010617,0.982143,9.989770e-01
0.98,73,1,0.009764,0.001016,0.010780,0.981445,9.989843e-01
0.98,73,2,0.010168,0.001027,0.011195,0.978516,9.989735e-01
0.98,73,3,0.009945,0.001035,0.010980,0.981548,9.989657e-01
0.98,74,1,0.010093,0.001025,0.011118,0.979736,9.989756e-01
0.98,74,2,0.009986,0.001027,0.011013,0.980469,9.989736e-01
0.98,74,3,0.009756,0.001024,0.010780,0.981548,9.989766e-01
0.98,75,1,0.010275,0.001031,0.011306,0.980469,9.989697e-01
0.98,75,2,0.009408,0.001021,0.010429,0.981201,9.989798e-01
0.98,75,3,0.010231,0.001024,0.011255,0.979762,9.989767e-01
0.98,76,1,0.010199,0.001018,0.011217,0.980225,9.989830e-01
0.98,76,2,0.009887,0.001028,0.010916,0.979248,9.989724e-01
0.98,76,3,0.009733,0.001031,0.010763,0.982143,9.989700e-01
0.98,77,1,0.009676,0.001023,0.010699,0.979492,9.989775e-01
0.98,77,2,0.009629,0.001020,0.010649,0.982178,9.989808e-01
0.98,77,3,0.010678,0.001034,0.011712,0.979464,9.989668e-01
0.98,78,1,0.010161,0.001019,0.011180,0.977783,9.989818e-01
0.98,78,2,0.009343,0.001025,0.010368,0.983643,9.989759e-01
0.98,78,3,0.010429,0.001032,0.011461,0.979762,9.989682e-01
0.98,79,1,0.009766,0.001021,0.010787,0.981445,9.989791e-01
0.98,79,2,0.010505,0.001030,0.011535,0.978027,9.989709e-01
0.98,79,3,0.009486,0.001023,0.010509,0.982143,9.989779e-01
0.98,80,1,0.009939,0.001023,0.010963,0.980225,9.989770e-01
0.98,80,2,0.009312,0.001025,0.010337,0.983643,9.989753e-01
0.98,80,3,0.010722,0.001025,0.011747,0.976786,9.989755e-01
0.98,81,1,0.009734,0.001019,0.010753,0.983154,9.989816e-01
0.98,81,2,0.009657,0.001029,0.010686,0.980225,9.989714e-01
0.98,81,3,0.010543,0.001025,0.011569,0.977381,9.989750e-01
0.98,82,1,0.009926,0.001020,0.010946,0.981445,9.989806e-01
0.98,82,2,0.009885,0.001022,0.010907,0.980957,9.989787e-01
0.98,82,3,0.010025,0.001033,0.011057,0.978869,9.989678e-01
0.98,83,1,0.009532,0.001029,0.010561,0.983398,9.989711e-01
0.98,83,2,0.009864,0.001018,0.010882,0.979248,9.989825e-01
0.98,83,3,0.010523,0.001025,0.011548,0.977976,9.989753e-01
0.98,84,1,0.010199,0.001019,0.011218,0.980713,9.989814e-01
0.98,84,2,0.010331,0.001030,0.011361,0.977295,9.989701e-01
0.98,84,3,0.009134,0.001022,0.010156,0.983333,9.989782e-01
0.98,85,1,0.010019,0.001023,0.011043,0.978027,9.989772e-01
0.98,85,2,0.010046,0.001022,0.011067,0.981445,9.989788e-01
0.98,85,3,0.009692,0.001027,0.010720,0.981845,9.989731e-01
0.98,86,1,0.010326,0.001029,0.011355,0.977783,9.989716e-01
0.98,86,2,0.009603,0.001021,0.010624,0.980469,9.989795e-01
0.98,86,3,0.009851,0.001021,0.010872,0.983333,9.989795e-01
0.98,87,1,0.009820,0.001022,0.010842,0.981934,9.989782e-01
0.98,87,2,0.010041,0.001024,0.011065,0.979736,9.989765e-01
0.98,87,3,0.009927,0.001025,0.010952,0.979167,9.989754e-01
0.98,88,1,0.010119,0.001022,0.011141,0.979492,9.989782e-01
0.98,88,2,0.009519,0.001026,0.010545,0.982422,9.989745e-01
0.98,88,3,0.010192,0.001022,0.011214,0.978869,9.989784e-01
0.98,89,1,0.010524,0.001023,0.011547,0.978760,9.989771e-01
0.98,89,2,0.009679,0.001022,0.010701,0.980957,9.989784e-01
0.98,89,3,0.009497,0.001025,0.010522,0.981845,9.989754e-01
0.98,90,1,0.009726,0.001027,0.010753,0.981201,9.989735e-01
0.98,90,2,0.010165,0.001015,0.011181,0.978516,9.989852e-01
0.98,90,3,0.009868,0.001029,0.010897,0.981845,9.989720e-01
0.98,91,1,0.010699,0.001028,0.011727,0.979004,9.989721e-01
0.98,91,2,0.009780,0.001018,0.010798,0.980957,9.989825e-01
0.98,91,3,0.009145,0.001023,0.010168,0.981548,9.989773e-01
0.98,92,1,0.009654,0.001022,0.010676,0.980225,9.989782e-01
0.98,92,2,0.010147,0.001028,0.011175,0.979492,9.989722e-01
0.98,92,3,0.009965,0.001018,0.010982,0.981548,9.989830e-01
0.98,93,1,0.010226,0.001030,0.011256,0.979248,9.989704e-01
0.98,93,2,0.010253,0.001017,0.011270,0.979004,9.989832e-01
0.98,93,3,0.009131,0.001021,0.010152,0.983333,9.989795e-01
0.98,94,1,0.009917,0.001024,0.010941,0.978271,9.989764e-01
0.98,94,2,0.009671,0.001021,0.010692,0.982422,9.989799e-01
0.98,94,3,0.010209,0.001024,0.011233,0.980357,9.989767e-01
0.98,95,1,0.009850,0.001021,0.010871,0.980225,9.989792e-01
0.98,95,2,0.009372,0.001015,0.010387,0.982178,9.989855e-01
0.98,95,3,0.010649,0.001034,0.011683,0.978274,9.989669e-01
0.98,96,1,0.010002,0.001019,0.011021,0.981934,9.989814e-01
0.98,96,2,0.010426,0.001027,0.011453,0.977051,9.989733e-01
0.98,96,3,0.009172,0.001021,0.010193,0.982440,9.989796e-01
0.98,97,1,0.009609,0.001017,0.010627,0.979248,9.989833e-01
0.98,97,2,0.010242,0.001027,0.011269,0.979736,9.989737e-01
