w_value,epoch,avg_loss,avg_loss_with_reg,avg_acc,avg_srpq,avg_reg,avg_w
0.98,4,0.010140,0.011172,0.980003,0.998969,0.001032,0.980000
0.98,5,0.010137,0.011168,0.980177,0.998969,0.001032,0.980000
0.98,6,0.010132,0.011163,0.980003,0.998969,0.001032,0.980000
0.98,7,0.010126,0.011157,0.980003,0.998969,0.001032,0.980000
0.98,8,0.010121,0.011153,0.980090,0.998969,0.001032,0.980000
0.98,9,0.010117,0.011149,0.980177,0.998969,0.001032,0.980000
0.98,10,0.010115,0.011146,0.980003,0.998969,0.001032,0.980000
0.98,11,0.010111,0.011143,0.980003,0.998969,0.001032,0.980000
0.98,12,0.010109,0.011141,0.979917,0.998969,0.001032,0.980000
0.98,13,0.010106,0.011138,0.979917,0.998969,0.001032,0.980000
0.98,14,0.010104,0.011135,0.979917,0.998969,0.001032,0.980000
0.98,15,0.010101,0.011132,0.980003,0.998969,0.001031,0.980000
0.98,16,0.010097,0.011129,0.980090,0.998969,0.001031,0.980000
0.98,17,0.010094,0.011125,0.980090,0.998969,0.001031,0.980000
0.98,18,0.010092,0.011123,0.980263,0.998969,0.001031,0.980000
0.98,19,0.010089,0.011120,0.980263,0.998970,0.001031,0.980000
0.98,20,0.010087,0.011118,0.980263,0.998970,0.001031,0.980000
0.98,21,0.010085,0.011115,0.980523,0.998970,0.001031,0.980000
0.98,22,0.010082,0.011113,0.980523,0.998970,0.001031,0.980000
0.98,23,0.010080,0.011110,0.980523,0.998970,0.001031,0.980000
0.98,24,0.010077,0.011108,0.980350,0.998970,0.001030,0.980000
0.98,25,0.010074,0.011104,0.980350,0.998970,0.001030,0.980000
0.98,26,0.010071,0.011101,0.980350,0.998970,0.001030,0.980000
0.98,27,0.010068,0.011098,0.980263,0.998970,0.001030,0.980000
0.98,28,0.010065,0.011095,0.980263,0.998970,0.001030,0.980000
0.98,29,0.010063,0.011093,0.980263,0.998971,0.001030,0.980000
0.98,30,0.010060,0.011090,0.980177,0.998971,0.001030,0.980000
0.98,31,0.010058,0.011088,0.980177,0.998971,0.001030,0.980000
0.98,32,0.010055,0.011085,0.980177,0.998971,0.001030,0.980000
0.98,33,0.010053,0.011083,0.980177,0.998971,0.001030,0.980000
0.98,34,0.010051,0.011080,0.980177,0.998971,0.001030,0.980000
0.98,35,0.010048,0.011078,0.980090,0.998971,0.001030,0.980000
0.98,36,0.010046,0.011075,0.980090,0.998971,0.001029,0.980000
0.98,37,0.010043,0.011073,0.980177,0.998971,0.001029,0.980000
0.98,38,0.010041,0.011070,0.980177,0.998971,0.001029,0.980000
0.98,39,0.010038,0.011067,0.980177,0.998971,0.001029,0.980000
0.98,40,0.010035,0.011064,0.980177,0.998971,0.001029,0.980000
0.98,41,0.010033,0.011062,0.980177,0.998972,0.001029,0.980000
0.98,42,0.010031,0.011059,0.980177,0.998972,0.001029,0.980000
0.98,43,0.010028,0.011057,0.980177,0.998972,0.001029,0.980000
0.98,44,0.010026,0.011054,0.980090,0.998972,0.001029,0.980000
0.98,45,0.010023,0.011052,0.980090,0.998972,0.001029,0.980000
0.98,46,0.010021,0.011050,0.980090,0.998972,0.001028,0.980000
0.98,47,0.010019,0.011047,0.980003,0.998972,0.001028,0.980000
0.98,48,0.010017,0.011045,0.980003,0.998972,0.001028,0.980000
0.98,49,0.010014,0.011042,0.980003,0.998972,0.001028,0.980000
0.98,50,0.010012,0.011040,0.980003,0.998972,0.001028,0.980000
0.98,51,0.010010,0.011038,0.980003,0.998973,0.001028,0.980000
0.98,52,0.010007,0.011035,0.980003,0.998973,0.001028,0.980000
0.98,53,0.010005,0.011033,0.980003,0.998973,0.001028,0.980000
0.98,54,0.010003,0.011030,0.980003,0.998973,0.001028,0.980000
0.98,55,0.010000,0.011028,0.980003,0.998973,0.001028,0.980000
0.98,56,0.009998,0.011025,0.980090,0.998973,0.001028,0.980000
0.98,57,0.009996,0.011023,0.980177,0.998973,0.001027,0.980000
0.98,58,0.009993,0.011021,0.980177,0.998973,0.001027,0.980000
0.98,59,0.009991,0.011018,0.980177,0.998973,0.001027,0.980000
0.98,60,0.009988,0.011016,0.980177,0.998973,0.001027,0.980000
0.98,61,0.009986,0.011013,0.980177,0.998974,0.001027,0.980000
0.98,62,0.009984,0.011011,0.980177,0.998974,0.001027,0.980000
0.98,63,0.009981,0.011008,0.980177,0.998974,0.001027,0.980000
0.98,64,0.009979,0.011006,0.980177,0.998974,0.001027,0.980000
0.98,65,0.009977,0.011004,0.980177,0.998974,0.001027,0.980000
0.98,66,0.009975,0.011001,0.980177,0.998974,0.001026,0.980000
0.98,67,0.009973,0.010999,0.980177,0.998974,0.001026,0.980000
0.98,68,0.009970,0.010997,0.980177,0.998974,0.001026,0.980000
0.98,69,0.009968,0.010994,0.980177,0.998975,0.001026,0.980000
0.98,70,0.009966,0.010992,0.980177,0.998975,0.001026,0.980000
0.98,71,0.009964,0.010990,0.980263,0.998975,0.001026,0.980000
0.98,72,0.009962,0.010987,0.980350,0.998975,0.001026,0.980000
0.98,73,0.009960,0.010985,0.980436,0.998975,0.001025,0.980000
0.98,74,0.009957,0.010983,0.980523,0.998975,0.001025,0.980000
0.98,75,0.009955,0.010980,0.980523,0.998975,0.001025,0.980000
0.98,76,0.009953,0.010978,0.980436,0.998975,0.001025,0.980000
0.98,77,0.009951,0.010976,0.980436,0.998976,0.001025,0.980000
0.98,78,0.009949,0.010973,0.980436,0.998976,0.001025,0.980000
0.98,79,0.009947,0.010971,0.980436,0.998976,0.001025,0.980000
0.98,80,0.009944,0.010969,0.980436,0.998976,0.001025,0.980000
0.98,81,0.009942,0.010967,0.980436,0.998976,0.001024,0.980000
0.98,82,0.009940,0.010964,0.980523,0.998976,0.001024,0.980000
0.98,83,0.009938,0.010962,0.980350,0.998976,0.001024,0.980000
0.98,84,0.009936,0.010960,0.980263,0.998976,0.001024,0.980000
0.98,85,0.009934,0.010958,0.980350,0.998977,0.001024,0.980000
0.98,86,0.009931,0.010955,0.980350,0.998977,0.001024,0.980000
0.98,87,0.009929,0.010953,0.980350,0.998977,0.001024,0.980000
0.98,88,0.009927,0.010951,0.980350,0.998977,0.001024,0.980000
0.98,89,0.009925,0.010949,0.980436,0.998977,0.001023,0.980000
0.98,90,0.009923,0.010946,0.980436,0.998977,0.001023,0.980000
0.98,91,0.009921,0.010944,0.980436,0.998977,0.001023,0.980000
0.98,92,0.009919,0.010942,0.980350,0.998977,0.001023,0.980000
0.98,93,0.009917,0.010940,0.980350,0.998978,0.001023,0.980000
0.98,94,0.009915,0.010938,0.980350,0.998978,0.001023,0.980000
0.98,95,0.009913,0.010936,0.980350,0.998978,0.001023,0.980000
0.98,96,0.009911,0.010933,0.980350,0.998978,0.001023,0.980000
0.98,97,0.009909,0.010931,0.980350,0.998978,0.001022,0.980000
0.98,98,0.009907,0.010929,0.980436,0.998978,0.001022,0.980000
0.98,99,0.009905,0.010927,0.980436,0.998978,0.001022,0.980000
0.98,100,0.009903,0.010925,0.980436,0.998979,0.001022,0.980000
0.99,1,0.010366,0.010877,0.979224,0.999489,0.000511,0.990000
0.99,2,0.010334,0.010844,0.979398,0.999490,0.000511,0.990000
0.99,3,0.010332,0.010842,0.979571,0.999490,0.000510,0.990000
0.99,4,0.010330,0.010840,0.979830,0.999490,0.000510,0.990000
0.99,5,0.010327,0.010838,0.980003,0.999490,0.000510,0.990000
0.99,6,0.010322,0.010832,0.980003,0.999490,0.000510,0.990000
0.99,7,0.010316,0.010827,0.980003,0.999490,0.000510,0.990000
0.99,8,0.010311,0.010821,0.979830,0.999490,0.000510,0.990000
0.99,9,0.010306,0.010817,0.979571,0.999490,0.000510,0.990000
0.99,10,0.010304,0.010814,0.979830,0.999490,0.000510,0.990000
0.99,11,0.010302,0.010813,0.979657,0.999490,0.000510,0.990000
0.99,12,0.010301,0.010811,0.979571,0.999490,0.000510,0.990000
0.99,13,0.010298,0.010809,0.979571,0.999490,0.000510,0.990000
0.99,14,0.010295,0.010806,0.979657,0.999490,0.000510,0.990000
0.99,15,0.010293,0.010803,0.979744,0.999490,0.000510,0.990000
0.99,16,0.010289,0.010799,0.980003,0.999490,0.000510,0.990000
0.99,17,0.010286,0.010796,0.979917,0.999490,0.000510,0.990000
0.99,18,0.010284,0.010794,0.979830,0.999490,0.000510,0.990000
0.99,19,0.010281,0.010791,0.979744,0.999490,0.000510,0.990000
0.99,20,0.010279,0.010789,0.979744,0.999490,0.000510,0.990000
0.99,21,0.010277,0.010787,0.979830,0.999490,0.000510,0.990000
0.99,22,0.010275,0.010785,0.979830,0.999490,0.000510,0.990000
0.99,23,0.010273,0.010783,0.979830,0.999490,0.000510,0.990000
0.99,24,0.010270,0.010780,0.979917,0.999490,0.000510,0.990000
0.99,25,0.010268,0.010778,0.979830,0.999490,0.000510,0.990000
0.99,26,0.010265,0.010775,0.979830,0.999490,0.000510,0.990000
0.99,27,0.010262,0.010772,0.979917,0.999490,0.000510,0.990000
0.99,28,0.010259,0.010769,0.979744,0.999490,0.000510,0.990000
0.99,29,0.010256,0.010766,0.979830,0.999490,0.000510,0.990000
0.99,30,0.010254,0.010764,0.979830,0.999490,0.000510,0.990000
0.99,31,0.010252,0.010762,0.979744,0.999490,0.000510,0.990000
0.99,32,0.010250,0.010760,0.979917,0.999490,0.000510,0.990000
0.99,33,0.010247,0.010757,0.979917,0.999490,0.000510,0.990000
0.99,34,0.010245,0.010755,0.979917,0.999490,0.000510,0.990000
0.99,35,0.010243,0.010753,0.979830,0.999490,0.000510,0.990000
0.99,36,0.010241,0.010751,0.979917,0.999490,0.000510,0.990000
0.99,37,0.010239,0.010749,0.979917,0.999490,0.000510,0.990000
0.99,38,0.010236,0.010746,0.979917,0.999490,0.000510,0.990000
0.99,39,0.010234,0.010744,0.979917,0.999490,0.000510,0.990000
0.99,40,0.010231,0.010741,0.979830,0.999490,0.000510,0.990000
0.99,41,0.010229,0.010739,0.979830,0.999490,0.000510,0.990000
0.99,42,0.010227,0.010737,0.979744,0.999490,0.000510,0.990000
0.99,43,0.010224,0.010734,0.979744,0.999490,0.000510,0.990000
0.99,44,0.010222,0.010732,0.979657,0.999490,0.000510,0.990000
0.99,45,0.010220,0.010730,0.979744,0.999490,0.000510,0.990000
0.99,46,0.010218,0.010728,0.979744,0.999490,0.000510,0.990000
0.99,47,0.010216,0.010726,0.979744,0.999490,0.000510,0.990000
0.99,48,0.010214,0.010723,0.979744,0.999490,0.000510,0.990000
0.99,49,0.010211,0.010721,0.979744,0.999490,0.000510,0.990000
0.99,50,0.010209,0.010719,0.979744,0.999490,0.000510,0.990000
0.99,51,0.010207,0.010717,0.979744,0.999490,0.000510,0.990000
0.99,52,0.010205,0.010715,0.979744,0.999490,0.000510,0.990000
0.99,53,0.010203,0.010712,0.979744,0.999490,0.000510,0.990000
0.99,54,0.010200,0.010710,0.979744,0.999490,0.000510,0.990000
0.99,55,0.010198,0.010708,0.979744,0.999490,0.000510,0.990000
0.99,56,0.010196,0.010705,0.979830,0.999490,0.000510,0.990000
0.99,57,0.010194,0.010703,0.979744,0.999491,0.000510,0.990000
0.99,58,0.010192,0.010701,0.979830,0.999491,0.000510,0.990000
0.99,59,0.010190,0.010699,0.979830,0.999491,0.000510,0.990000
0.99,60,0.010187,0.010697,0.979830,0.999491,0.000510,0.990000
0.99,61,0.010185,0.010695,0.979830,0.999491,0.000510,0.990000
0.99,62,0.010183,0.010693,0.979830,0.999491,0.000510,0.990000
0.99,63,0.010181,0.010691,0.979830,0.999491,0.000509,0.990000
0.99,64,0.010179,0.010688,0.979830,0.999491,0.000509,0.990000
0.99,65,0.010177,0.010686,0.979830,0.999491,0.000509,0.990000
0.99,66,0.010175,0.010684,0.979830,0.999491,0.000509,0.990000
0.99,67,0.010173,0.010682,0.979830,0.999491,0.000509,0.990000
0.99,68,0.010171,0.010680,0.979744,0.999491,0.000509,0.990000
0.99,69,0.010168,0.010678,0.979830,0.999491,0.000509,0.990000
0.99,70,0.010167,0.010676,0.979917,0.999491,0.000509,0.990000
0.99,71,0.010164,0.010673,0.979830,0.999491,0.000509,0.990000
0.99,72,0.010162,0.010671,0.979830,0.999491,0.000509,0.990000
0.99,73,0.010160,0.010669,0.979830,0.999491,0.000509,0.990000
0.99,74,0.010158,0.010667,0.979830,0.999491,0.000509,0.990000
0.99,75,0.010156,0.010665,0.979830,0.999491,0.000509,0.990000
0.99,76,0.010154,0.010663,0.979830,0.999491,0.000509,0.990000
0.99,77,0.010152,0.010661,0.979830,0.999491,0.000509,0.990000
0.99,78,0.010150,0.010659,0.979830,0.999491,0.000509,0.990000
0.99,79,0.010148,0.010657,0.979830,0.999491,0.000509,0.990000
0.99,80,0.010146,0.010655,0.979830,0.999491,0.000509,0.990000
0.99,81,0.010144,0.010652,0.979830,0.999491,0.000509,0.990000
0.99,82,0.010142,0.010650,0.979744,0.999491,0.000509,0.990000
0.99,83,0.010139,0.010648,0.979744,0.999491,0.000509,0.990000
0.99,84,0.010137,0.010646,0.979744,0.999491,0.000509,0.990000
0.99,85,0.010135,0.010644,0.979744,0.999491,0.000509,0.990000
0.99,86,0.010133,0.010642,0.979744,0.999491,0.000509,0.990000
0.99,87,0.010131,0.010640,0.979744,0.999491,0.000509,0.990000
0.99,88,0.010129,0.010638,0.979744,0.999491,0.000509,0.990000
0.99,89,0.010127,0.010636,0.979657,0.999492,0.000509,0.990000
0.99,90,0.010125,0.010634,0.979657,0.999492,0.000509,0.990000
0.99,91,0.010123,0.010632,0.979744,0.999492,0.000509,0.990000
0.99,92,0.010122,0.010630,0.979744,0.999492,0.000509,0.990000
0.99,93,0.010120,0.010628,0.979744,0.999492,0.000508,0.990000
0.99,94,0.010118,0.010626,0.979830,0.999492,0.000508,0.990000
0.99,95,0.010116,0.010624,0.979830,0.999492,0.000508,0.990000
0.99,96,0.010114,0.010622,0.979744,0.999492,0.000508,0.990000
0.99,97,0.010112,0.010620,0.979744,0.999492,0.000508,0.990000
0.99,98,0.010110,0.010618,0.979744,0.999492,0.000508,0.990000
0.99,99,0.010108,0.010616,0.979830,0.999492,0.000508,0.990000
0.99,100,0.010106,0.010614,0.979830,0.999492,0.000508,0.990000
1.0,1,0.010602,0.010602,0.978792,1.000000,0.000000,1.000000
1.0,2,0.010574,0.010574,0.979398,1.000000,0.000000,1.000000
1.0,3,0.010570,0.010570,0.979311,1.000000,0.000000,1.000000
1.0,4,0.010569,0.010569,0.979571,1.000000,0.000000,1.000000
1.0,5,0.010564,0.010564,0.979571,1.000000,0.000000,1.000000
1.0,6,0.010557,0.010557,0.979484,1.000000,0.000000,1.000000
1.0,7,0.010552,0.010552,0.979398,1.000000,0.000000,1.000000
1.0,8,0.010545,0.010545,0.979484,1.000000,0.000000,1.000000
1.0,9,0.010543,0.010543,0.979484,1.000000,0.000000,1.000000
1.0,10,0.010542,0.010542,0.979484,1.000000,0.000000,1.000000
1.0,11,0.010540,0.010540,0.979484,1.000000,0.000000,1.000000
1.0,12,0.010537,0.010537,0.979484,1.000000,0.000000,1.000000
1.0,13,0.010534,0.010534,0.979657,1.000000,0.000000,1.000000
1.0,14,0.010530,0.010530,0.979744,1.000000,0.000000,1.000000
1.0,15,0.010528,0.010528,0.979657,1.000000,0.000000,1.000000
1.0,16,0.010523,0.010523,0.979657,1.000000,0.000000,1.000000
1.0,17,0.010520,0.010520,0.979571,1.000000,0.000000,1.000000
1.0,18,0.010518,0.010518,0.979484,1.000000,0.000000,1.000000
1.0,19,0.010516,0.010516,0.979311,1.000000,0.000000,1.000000
1.0,20,0.010514,0.010514,0.979311,1.000000,0.000000,1.000000
1.0,21,0.010512,0.010512,0.979311,1.000000,0.000000,1.000000
1.0,22,0.010510,0.010510,0.979224,1.000000,0.000000,1.000000
1.0,23,0.010507,0.010507,0.979311,1.000000,0.000000,1.000000
1.0,24,0.010504,0.010504,0.979311,1.000000,0.000000,1.000000
1.0,25,0.010501,0.010501,0.979398,1.000000,0.000000,1.000000
1.0,26,0.010498,0.010498,0.979398,1.000000,0.000000,1.000000
1.0,27,0.010496,0.010496,0.979484,1.000000,0.000000,1.000000
1.0,28,0.010493,0.010493,0.979657,1.000000,0.000000,1.000000
1.0,29,0.010490,0.010490,0.979657,1.000000,0.000000,1.000000
1.0,30,0.010488,0.010488,0.979571,1.000000,0.000000,1.000000
1.0,31,0.010486,0.010486,0.979571,1.000000,0.000000,1.000000
1.0,32,0.010484,0.010484,0.979398,1.000000,0.000000,1.000000
1.0,33,0.010481,0.010481,0.979398,1.000000,-0.000000,1.000000
1.0,34,0.010479,0.010479,0.979484,1.000000,-0.000000,1.000000
1.0,35,0.010477,0.010477,0.979571,1.000000,-0.000000,1.000000
1.0,36,0.010475,0.010475,0.979571,1.000000,-0.000000,1.000000
1.0,37,0.010472,0.010472,0.979484,1.000000,-0.000000,1.000000
1.0,38,0.010470,0.010470,0.979484,1.000000,-0.000000,1.000000
1.0,39,0.010468,0.010468,0.979571,1.000000,-0.000000,1.000000
1.0,40,0.010465,0.010465,0.979657,1.000000,-0.000000,1.000000
1.0,41,0.010462,0.010462,0.979571,1.000000,-0.000000,1.000000
1.0,42,0.010460,0.010460,0.979484,1.000000,-0.000000,1.000000
1.0,43,0.010458,0.010458,0.979484,1.000000,-0.000000,1.000000
1.0,44,0.010456,0.010456,0.979571,1.000000,-0.000000,1.000000
1.0,45,0.010454,0.010454,0.979571,1.000000,-0.000000,1.000000
1.0,46,0.010451,0.010451,0.979484,1.000000,-0.000000,1.000000
1.0,47,0.010449,0.010449,0.979484,1.000000,-0.000000,1.000000
1.0,48,0.010447,0.010447,0.979484,1.000000,-0.000000,1.000000
1.0,49,0.010445,0.010445,0.979571,1.000000,-0.000000,1.000000
1.0,50,0.010442,0.010442,0.979571,1.000000,-0.000000,1.000000
1.0,51,0.010440,0.010440,0.979571,1.000000,-0.000000,1.000000
1.0,52,0.010438,0.010438,0.979484,1.000000,-0.000000,1.000000
1.0,53,0.010436,0.010436,0.979484,1.000000,-0.000000,1.000000
1.0,54,0.010434,0.010434,0.979571,1.000000,-0.000000,1.000000
1.0,55,0.010431,0.010431,0.979744,1.000000,-0.000000,1.000000
1.0,56,0.010429,0.010429,0.979657,1.000000,-0.000000,1.000000
1.0,57,0.010427,0.010427,0.979657,1.000000,-0.000000,1.000000
1.0,58,0.010425,0.010425,0.979657,1.000000,-0.000000,1.000000
1.0,59,0.010423,0.010423,0.979657,1.000000,-0.000000,1.000000
1.0,60,0.010421,0.010421,0.979657,1.000000,-0.000000,1.000000
1.0,61,0.010418,0.010418,0.979657,1.000000,-0.000000,1.000000
1.0,62,0.010416,0.010416,0.979657,1.000000,-0.000000,1.000000
1.0,63,0.010414,0.010414,0.979657,1.000000,-0.000000,1.000000
1.0,64,0.010412,0.010412,0.979571,1.000000,-0.000000,1.000000
1.0,65,0.010410,0.010410,0.979744,1.000000,-0.000000,1.000000
1.0,66,0.010407,0.010407,0.979744,1.000000,-0.000000,1.000000
1.0,67,0.010406,0.010406,0.979830,1.000000,-0.000000,1.000000
1.0,68,0.010403,0.010403,0.979571,1.000000,-0.000000,1.000000
1.0,69,0.010401,0.010401,0.979571,1.000000,-0.000000,1.000000
1.0,70,0.010399,0.010399,0.979484,1.000000,-0.000000,1.000000
1.0,71,0.010397,0.010397,0.979398,1.000000,-0.000000,1.000000
1.0,72,0.010395,0.010395,0.979397,1.000000,-0.000000,1.000000
1.0,73,0.010393,0.010393,0.979397,1.000000,-0.000000,1.000000
1.0,74,0.010391,0.010391,0.979484,1.000000,-0.000000,1.000000
1.0,75,0.010389,0.010389,0.979484,1.000000,-0.000000,1.000000
1.0,76,0.010387,0.010387,0.979484,1.000000,-0.000000,1.000000
1.0,77,0.010384,0.010384,0.979571,1.000000,-0.000000,1.000000
1.0,78,0.010382,0.010382,0.979571,1.000000,-0.000000,1.000000
1.0,79,0.010380,0.010380,0.979657,1.000000,-0.000000,1.000000
1.0,80,0.010378,0.010378,0.979744,1.000000,-0.000000,1.000000
1.0,81,0.010376,0.010376,0.979744,1.000000,-0.000000,1.000000
1.0,82,0.010374,0.010374,0.979744,1.000000,-0.000000,1.000000
1.0,83,0.010372,0.010372,0.979744,1.000000,-0.000000,1.000000
1.0,84,0.010370,0.010370,0.979744,1.000000,-0.000000,1.000000
1.0,85,0.010368,0.010368,0.979744,1.000000,-0.000000,1.000000
1.0,86,0.010366,0.010366,0.979744,1.000000,-0.000000,1.000000
1.0,87,0.010364,0.010364,0.979830,1.000000,-0.000000,1.000000
1.0,88,0.010362,0.010362,0.979830,1.000000,-0.000000,1.000000
1.0,89,0.010360,0.010360,0.979830,1.000000,-0.000000,1.000000
1.0,90,0.010358,0.010358,0.979830,1.000000,-0.000000,1.000000
1.0,91,0.010356,0.010356,0.979830,1.000000,-0.000000,1.000000
1.0,92,0.010354,0.010354,0.979830,1.000000,-0.000000,1.000000
1.0,93,0.010352,0.010352,0.979830,1.000000,-0.000000,1.000000
1.0,94,0.010350,0.010350,0.979744,1.000000,-0.000000,1.000000
1.0,95,0.010348,0.010348,0.979744,1.000000,-0.000000,1.000000
1.0,96,0.010346,0.010346,0.979830,1.000000,-0.000000,1.000000
1.0,97,0.010344,0.010344,0.979830,1.000000,-0.000000,1.000000
1.0,98,0.010342,0.010342,0.979830,1.000000,-0.000000,1.000000
1.0,99,0.010340,0.010340,0.979830,1.000000,-0.000000,1.000000
1.0,100,0.010338,0.010338,0.979830,1.000000,-0.000000,1.000000
